Meadow,Site,MS,Elevation,Species1,Species2,Schoener,HymenopteraVsPlants
n,5,n5,1398.6,ProportionMedicago lupulina,ProportionZDensityHymenopteraTOTAL,0.533848874,x
n,1,n1,1390.3,ProportionArabis/Arabidopsis,ProportionZDensityHymenopteraTOTAL,0.533854681,x
n,5,n5,1398.6,ProportionSedum album,ProportionZDensityHymenopteraTOTAL,0.533917323,x
i,4,i4,702.4,ProportionMedicago sativa,ProportionZDensityHymenopteraTOTAL,0.534225716,x
n,5,n5,1398.6,ProportionAcinos alpinus,ProportionZDensityHymenopteraTOTAL,0.53492759,x
a,5,a5,1001,ProportionMedicago lupulina,ProportionZDensityHymenopteraTOTAL,0.535332767,x
i,7,i7,648.5,ProportionPlantago media,ProportionZDensityHymenopteraTOTAL,0.535888602,x
n,3,n3,1407.7,ProportionTrifolium repens,ProportionZDensityHymenopteraTOTAL,0.536572253,x
o,3,o3,1612.7,ProportionPhyteuma orbiculare,ProportionZDensityHymenopteraTOTAL,0.536783355,x
n,3,n3,1407.7,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.536827588,x
i,5,i5,684.5,ProportionPrunella sp#,ProportionZDensityHymenopteraTOTAL,0.536887191,x
i,4,i4,702.4,ProportionOnobrychis vicifolia,ProportionZDensityHymenopteraTOTAL,0.536927573,x
a,2,a2,984.9,ProportionTeucrium chamaedris,ProportionZDensityHymenopteraTOTAL,0.537103507,x
a,4,a4,1002.8,ProportionTrifolium repens,ProportionZDensityHymenopteraTOTAL,0.53728371,x
i,1,i1,766.3,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.538520955,x
i,7,i7,648.5,ProportionLeucanthemum vulgare,ProportionZDensityHymenopteraTOTAL,0.538628619,x
n,5,n5,1398.6,ProportionSilene nutans,ProportionZDensityHymenopteraTOTAL,0.539170507,x
a,1,a1,1020.6,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityHymenopteraTOTAL,0.540580974,x
a,4,a4,1002.8,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.542335595,x
i,1,i1,766.3,ProportionCarduus nutans,ProportionZDensityHymenopteraTOTAL,0.542522293,x
i,2,i2,737.4,ProportionGlobularia nudicaulis,ProportionZDensityHymenopteraTOTAL,0.542723031,x
n,2,n2,1405.5,ProportionCirsium arvense,ProportionZDensityHymenopteraTOTAL,0.542882668,x
i,2,i2,737.4,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.543815524,x
i,1,i1,766.3,ProportionPotentilla sp#,ProportionZDensityHymenopteraTOTAL,0.543972206,x
a,6,a6,981.9,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.544108594,x
o,4,o4,1576.2,ProportionLathyrus pratensis,ProportionZDensityHymenopteraTOTAL,0.544815755,x
i,1,i1,766.3,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.544973967,x
a,6,a6,981.9,ProportionCampanula sp#,ProportionZDensityHymenopteraTOTAL,0.545347146,x
a,3,a3,949.8,ProportionLotus maritimus,ProportionZDensityHymenopteraTOTAL,0.545454545,x
i,6,i6,702.2,ProportionHieracium pilosella,ProportionZDensityHymenopteraTOTAL,0.545454545,x
n,2,n2,1405.5,ProportionPhyteuma orbiculare,ProportionZDensityHymenopteraTOTAL,0.545454545,x
a,1,a1,1020.6,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.545574961,x
i,5,i5,684.5,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.545773978,x
i,4,i4,702.4,ProportionSilene vulgaris,ProportionZDensityHymenopteraTOTAL,0.545999875,x
n,4,n4,1420,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.546490583,x
o,3,o3,1612.7,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityHymenopteraTOTAL,0.546512644,x
a,5,a5,1001,ProportionEchium vulgare,ProportionZDensityHymenopteraTOTAL,0.546574598,x
i,5,i5,684.5,ProportionTeurium montanum,ProportionZDensityHymenopteraTOTAL,0.546704632,x
n,2,n2,1405.5,ProportionPotentilla sp#,ProportionZDensityHymenopteraTOTAL,0.547197795,x
a,4,a4,1002.8,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.547235353,x
n,3,n3,1407.7,ProportionTaraxacum sp#,ProportionZDensityHymenopteraTOTAL,0.54840307,x
a,4,a4,1002.8,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityHymenopteraTOTAL,0.54865796,x
i,7,i7,648.5,ProportionTrifolium montana,ProportionZDensityHymenopteraTOTAL,0.548978154,x
i,3,i3,711.5,ProportionCerastium sp#,ProportionZDensityHymenopteraTOTAL,0.549373671,x
n,1,n1,1390.3,ProportionPolygala alpestris,ProportionZDensityHymenopteraTOTAL,0.549382316,x
a,6,a6,981.9,ProportionPeucedanum sp#,ProportionZDensityHymenopteraTOTAL,0.549756277,x
a,3,a3,949.8,ProportionOnonis spinosa,ProportionZDensityHymenopteraTOTAL,0.550486414,x
n,3,n3,1407.7,ProportionMedicago lupulina,ProportionZDensityHymenopteraTOTAL,0.550515804,x
o,4,o4,1576.2,ProportionBellis perennis,ProportionZDensityHymenopteraTOTAL,0.550630557,x
a,1,a1,1020.6,ProportionCampanula sp#,ProportionZDensityHymenopteraTOTAL,0.55102518,x
i,7,i7,648.5,ProportionArenaria/Linum ym#,ProportionZDensityHymenopteraTOTAL,0.551138497,x
a,3,a3,949.8,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.552007905,x
i,3,i3,711.5,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.552992252,x
i,2,i2,737.4,ProportionPlantago lanceolata,ProportionZDensityHymenopteraTOTAL,0.55340663,x
o,3,o3,1612.7,ProportionAnthyllis vulneraria,ProportionZDensityHymenopteraTOTAL,0.553571429,x
u,2,u2,1749.2,ProportionBistorta vivipara,ProportionZDensityHymenopteraTOTAL,0.553640443,x
a,6,a6,981.9,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.553646865,x
n,3,n3,1407.7,ProportionHieracium pilosella,ProportionZDensityHymenopteraTOTAL,0.554000814,x
n,3,n3,1407.7,ProportionPrunella sp#,ProportionZDensityHymenopteraTOTAL,0.554087233,x
a,3,a3,949.8,ProportionClinopodium vulgare,ProportionZDensityHymenopteraTOTAL,0.554402512,x
n,5,n5,1398.6,ProportionPlantago lanceolata,ProportionZDensityHymenopteraTOTAL,0.554860518,x
i,1,i1,766.3,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.555983178,x
a,5,a5,1001,ProportionMedicago sativa,ProportionZDensityHymenopteraTOTAL,0.556431292,x
i,2,i2,737.4,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.556465409,x
i,2,i2,737.4,ProportionAsperula cynanchica,ProportionZDensityHymenopteraTOTAL,0.556904646,x
a,4,a4,1002.8,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.557201197,x
n,4,n4,1420,ProportionMycelis muralis,ProportionZDensityHymenopteraTOTAL,0.557271039,x
n,1,n1,1390.3,ProportionAlchemilla sp#,ProportionZDensityHymenopteraTOTAL,0.557522124,x
a,5,a5,1001,ProportionVincetoxicum hirundinaria,ProportionZDensityHymenopteraTOTAL,0.557692673,x
o,3,o3,1612.7,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.558823529,x
n,2,n2,1405.5,ProportionBellis perennis,ProportionZDensityHymenopteraTOTAL,0.558823529,x
u,1,u1,1745.8,ProportionPotentilla erecta,ProportionZDensityHymenopteraTOTAL,0.558958724,x
i,6,i6,702.2,ProportionThymus sp#,ProportionZDensityHymenopteraTOTAL,0.560104259,x
i,7,i7,648.5,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.56071326,x
o,3,o3,1612.7,ProportionGalium sp#,ProportionZDensityHymenopteraTOTAL,0.560790158,x
a,4,a4,1002.8,ProportionCampanula glomerata,ProportionZDensityHymenopteraTOTAL,0.561100366,x
n,2,n2,1405.5,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.561104583,x
n,1,n1,1390.3,ProportionCarduus defloratus,ProportionZDensityHymenopteraTOTAL,0.561258068,x
a,5,a5,1001,ProportionSolanum dulgamara,ProportionZDensityHymenopteraTOTAL,0.561493983,x
a,5,a5,1001,ProportionAcinos alpinus,ProportionZDensityHymenopteraTOTAL,0.561763422,x
i,7,i7,648.5,ProportionAcinos alpinus,ProportionZDensityHymenopteraTOTAL,0.561864394,x
a,5,a5,1001,ProportionTrifolium pratense,ProportionZDensityHymenopteraTOTAL,0.56201738,x
i,3,i3,711.5,ProportionPastinaca sativa,ProportionZDensityHymenopteraTOTAL,0.562132836,x
n,4,n4,1420,ProportionTeurium montanum,ProportionZDensityHymenopteraTOTAL,0.562184707,x
u,2,u2,1749.2,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.562370074,x
i,6,i6,702.2,ProportionTrifolium montana,ProportionZDensityHymenopteraTOTAL,0.562544709,x
a,6,a6,981.9,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.563382422,x
i,2,i2,737.4,ProportionHippocrepis comosa,ProportionZDensityHymenopteraTOTAL,0.563665783,x
n,2,n2,1405.5,ProportionSedum album,ProportionZDensityHymenopteraTOTAL,0.563688943,x
i,4,i4,702.4,ProportionCapsella bursa-pastoris,ProportionZDensityHymenopteraTOTAL,0.564125456,x
a,4,a4,1002.8,ProportionPlantago lanceolata,ProportionZDensityHymenopteraTOTAL,0.564601501,x
o,3,o3,1612.7,ProportionCoeglossum viride,ProportionZDensityHymenopteraTOTAL,0.565217391,x
a,6,a6,981.9,ProportionStachys officinalis,ProportionZDensityHymenopteraTOTAL,0.565315201,x
n,1,n1,1390.3,ProportionTrifolium montana,ProportionZDensityHymenopteraTOTAL,0.565612173,x
i,4,i4,702.4,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.566325078,x
i,2,i2,737.4,ProportionTrifolium pratense,ProportionZDensityHymenopteraTOTAL,0.566343772,x
u,2,u2,1749.2,ProportionThymus sp#,ProportionZDensityHymenopteraTOTAL,0.566762229,x
a,6,a6,981.9,ProportionMedicago lupulina,ProportionZDensityHymenopteraTOTAL,0.566883349,x
i,5,i5,684.5,ProportionCerastium sp#,ProportionZDensityHymenopteraTOTAL,0.566958295,x
n,1,n1,1390.3,ProportionCerastium sp#,ProportionZDensityHymenopteraTOTAL,0.567007868,x
a,6,a6,981.9,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.567361074,x
i,7,i7,648.5,ProportionTrifolium pratense,ProportionZDensityHymenopteraTOTAL,0.568274476,x
a,6,a6,981.9,ProportionGentiana verna,ProportionZDensityHymenopteraTOTAL,0.568384224,x
n,2,n2,1405.5,ProportionMedicago lupulina,ProportionZDensityHymenopteraTOTAL,0.568677784,x
o,4,o4,1576.2,ProportionThesium sp#,ProportionZDensityHymenopteraTOTAL,0.568926193,x
u,2,u2,1749.2,ProportionCarum carvi,ProportionZDensityHymenopteraTOTAL,0.569441901,x
i,1,i1,766.3,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.569511677,x
o,3,o3,1612.7,ProportionPolygala alpestris,ProportionZDensityHymenopteraTOTAL,0.569750388,x
i,5,i5,684.5,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.56990777,x
n,1,n1,1390.3,ProportionBistorta vivipara,ProportionZDensityHymenopteraTOTAL,0.569962661,x
a,3,a3,949.8,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityHymenopteraTOTAL,0.569975076,x
i,2,i2,737.4,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.570050083,x
a,1,a1,1020.6,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.570424003,x
o,3,o3,1612.7,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.570431442,x
n,1,n1,1390.3,ProportionThymus sp#,ProportionZDensityHymenopteraTOTAL,0.570491612,x
n,2,n2,1405.5,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.571074052,x
u,1,u1,1745.8,ProportionGeranium sylvaticum,ProportionZDensityHymenopteraTOTAL,0.571078431,x
u,2,u2,1749.2,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.571228731,x
a,6,a6,981.9,ProportionPotentilla erecta,ProportionZDensityHymenopteraTOTAL,0.571687219,x
n,2,n2,1405.5,ProportionBistorta vivipara,ProportionZDensityHymenopteraTOTAL,0.571814725,x
i,7,i7,648.5,ProportionTeurium montanum,ProportionZDensityHymenopteraTOTAL,0.571815656,x
i,5,i5,684.5,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.572243166,x
i,7,i7,648.5,ProportionDianthus sp#,ProportionZDensityHymenopteraTOTAL,0.572882325,x
a,5,a5,1001,ProportionTrifolium repens,ProportionZDensityHymenopteraTOTAL,0.572913773,x
i,4,i4,702.4,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.573420154,x
i,6,i6,702.2,ProportionVicia cracca,ProportionZDensityHymenopteraTOTAL,0.573496085,x
i,4,i4,702.4,ProportionVeronica spicata,ProportionZDensityHymenopteraTOTAL,0.573899542,x
i,7,i7,648.5,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.573901809,x
n,3,n3,1407.7,ProportionCampanula sp#,ProportionZDensityHymenopteraTOTAL,0.574259664,x
a,2,a2,984.9,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.574501591,x
i,6,i6,702.2,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.575496381,x
i,4,i4,702.4,ProportionVerbena officinalis,ProportionZDensityHymenopteraTOTAL,0.576064414,x
a,3,a3,949.8,ProportionCampanula sp#,ProportionZDensityHymenopteraTOTAL,0.576276737,x
i,5,i5,684.5,ProportionArenaria/Linum ym#,ProportionZDensityHymenopteraTOTAL,0.576466063,x
a,5,a5,1001,ProportionDaucus carota,ProportionZDensityHymenopteraTOTAL,0.576822348,x
a,1,a1,1020.6,ProportionSilene vulgaris,ProportionZDensityHymenopteraTOTAL,0.576997466,x
a,4,a4,1002.8,ProportionVicia cracca,ProportionZDensityHymenopteraTOTAL,0.577579354,x
a,5,a5,1001,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.577965762,x
n,4,n4,1420,ProportionTrifolium montana,ProportionZDensityHymenopteraTOTAL,0.578028402,x
n,5,n5,1398.6,ProportionPotentilla erecta,ProportionZDensityHymenopteraTOTAL,0.578286241,x
n,2,n2,1405.5,ProportionCampanula glomerata,ProportionZDensityHymenopteraTOTAL,0.578916021,x
o,4,o4,1576.2,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.579529585,x
a,2,a2,984.9,ProportionCentaurea sp#,ProportionZDensityHymenopteraTOTAL,0.579594696,x
i,7,i7,648.5,ProportionPimpinella sp#,ProportionZDensityHymenopteraTOTAL,0.57988425,x
n,1,n1,1390.3,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.579988769,x
u,1,u1,1745.8,ProportionLathyrus pratensis,ProportionZDensityHymenopteraTOTAL,0.580815435,x
o,4,o4,1576.2,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.58089701,x
i,3,i3,711.5,ProportionPrunella sp#,ProportionZDensityHymenopteraTOTAL,0.580995351,x
a,3,a3,949.8,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.581340343,x
i,7,i7,648.5,ProportionThymus sp#,ProportionZDensityHymenopteraTOTAL,0.581594116,x
o,3,o3,1612.7,ProportionFragaria sp#,ProportionZDensityHymenopteraTOTAL,0.581896137,x
i,7,i7,648.5,ProportionHieracium pilosella,ProportionZDensityHymenopteraTOTAL,0.582465157,x
u,2,u2,1749.2,ProportionPlantago lanceolata,ProportionZDensityHymenopteraTOTAL,0.582487442,x
a,6,a6,981.9,ProportionBellis perennis,ProportionZDensityHymenopteraTOTAL,0.583333333,x
o,3,o3,1612.7,ProportionBistorta vivipara,ProportionZDensityHymenopteraTOTAL,0.583333333,x
a,4,a4,1002.8,ProportionUrtica dioica,ProportionZDensityHymenopteraTOTAL,0.583333333,x
i,7,i7,648.5,ProportionDaucus carota,ProportionZDensityHymenopteraTOTAL,0.584315307,x
o,3,o3,1612.7,ProportionGeranium sylvaticum,ProportionZDensityHymenopteraTOTAL,0.584795949,x
n,3,n3,1407.7,ProportionCerastium sp#,ProportionZDensityHymenopteraTOTAL,0.585007596,x
i,6,i6,702.2,ProportionCirsium arvense,ProportionZDensityHymenopteraTOTAL,0.585226262,x
i,5,i5,684.5,ProportionGeranium sp#,ProportionZDensityHymenopteraTOTAL,0.585745786,x
i,4,i4,702.4,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.585872603,x
n,3,n3,1407.7,ProportionAcinos alpinus,ProportionZDensityHymenopteraTOTAL,0.58609091,x
n,4,n4,1420,ProportionArenaria/Linum ym#,ProportionZDensityHymenopteraTOTAL,0.58690424,x
n,4,n4,1420,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.587061303,x
n,5,n5,1398.6,ProportionAlchemilla sp#,ProportionZDensityHymenopteraTOTAL,0.587140888,x
u,2,u2,1749.2,ProportionGeranium sylvaticum,ProportionZDensityHymenopteraTOTAL,0.587637913,x
i,3,i3,711.5,ProportionCarum carvi,ProportionZDensityHymenopteraTOTAL,0.587960467,x
o,3,o3,1612.7,ProportionAcinos alpinus,ProportionZDensityHymenopteraTOTAL,0.588075191,x
i,4,i4,702.4,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.588469309,x
a,5,a5,1001,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.588590807,x
i,1,i1,766.3,ProportionCentaurea sp#,ProportionZDensityHymenopteraTOTAL,0.588802099,x
a,3,a3,949.8,ProportionPrunella sp#,ProportionZDensityHymenopteraTOTAL,0.589360394,x
n,1,n1,1390.3,ProportionHypericum sp#,ProportionZDensityHymenopteraTOTAL,0.589487322,x
i,5,i5,684.5,ProportionCarum carvi,ProportionZDensityHymenopteraTOTAL,0.589622306,x
n,2,n2,1405.5,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.589913214,x
n,2,n2,1405.5,ProportionGalium verum,ProportionZDensityHymenopteraTOTAL,0.590489251,x
n,2,n2,1405.5,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.591083128,x
a,1,a1,1020.6,ProportionPlantago media,ProportionZDensityHymenopteraTOTAL,0.591999065,x
i,6,i6,702.2,ProportionPastinaca sativa,ProportionZDensityHymenopteraTOTAL,0.592182916,x
n,4,n4,1420,ProportionAchillea millefolium,ProportionZDensityHymenopteraTOTAL,0.592276288,x
i,6,i6,702.2,ProportionVeronica spicata,ProportionZDensityHymenopteraTOTAL,0.592327919,x
i,6,i6,702.2,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.593017447,x
i,4,i4,702.4,ProportionLathyrus pratensis,ProportionZDensityHymenopteraTOTAL,0.593103168,x
a,3,a3,949.8,ProportionCampanula glomerata,ProportionZDensityHymenopteraTOTAL,0.59345504,x
i,7,i7,648.5,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.594576253,x
i,2,i2,737.4,ProportionAgrimonia eupatoria,ProportionZDensityHymenopteraTOTAL,0.594867457,x
n,5,n5,1398.6,ProportionReseda lutea,ProportionZDensityHymenopteraTOTAL,0.595088149,x
a,3,a3,949.8,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.595349161,x
u,2,u2,1749.2,ProportionPotentilla erecta,ProportionZDensityHymenopteraTOTAL,0.596096313,x
i,6,i6,702.2,ProportionAnthericum ramosum,ProportionZDensityHymenopteraTOTAL,0.596339169,x
i,2,i2,737.4,ProportionEuphrasia sp,ProportionZDensityHymenopteraTOTAL,0.596857495,x
i,7,i7,648.5,ProportionAnthericum ramosum,ProportionZDensityHymenopteraTOTAL,0.597044822,x
n,3,n3,1407.7,ProportionSedum album,ProportionZDensityHymenopteraTOTAL,0.597227036,x
i,7,i7,648.5,ProportionBuphthalmum salicifolium,ProportionZDensityHymenopteraTOTAL,0.597607309,x
a,3,a3,949.8,ProportionRanunculus sp#,ProportionZDensityHymenopteraTOTAL,0.598533958,x
i,2,i2,737.4,ProportionThymus sp#,ProportionZDensityHymenopteraTOTAL,0.599751639,x
i,6,i6,702.2,ProportionCentaurea sp#,ProportionZDensityHymenopteraTOTAL,0.599944865,x
u,1,u1,1745.8,ProportionArenaria/Linum ym#,ProportionZDensityHymenopteraTOTAL,0.6,x
a,5,a5,1001,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.60066943,x
i,5,i5,684.5,ProportionCampanula sp#,ProportionZDensityHymenopteraTOTAL,0.600797261,x
a,1,a1,1020.6,ProportionTeucrium chamaedris,ProportionZDensityHymenopteraTOTAL,0.601644516,x
a,6,a6,981.9,ProportionEchium vulgare,ProportionZDensityHymenopteraTOTAL,0.601721995,x
u,2,u2,1749.2,ProportionTrifolium pratense,ProportionZDensityHymenopteraTOTAL,0.602640796,x
n,4,n4,1420,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.60313012,x
n,1,n1,1390.3,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.603449554,x
n,4,n4,1420,ProportionEchium vulgare,ProportionZDensityHymenopteraTOTAL,0.603674989,x
n,5,n5,1398.6,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.60371294,x
i,3,i3,711.5,ProportionAgrimonia eupatoria,ProportionZDensityHymenopteraTOTAL,0.604057313,x
u,1,u1,1745.8,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.604099201,x
i,4,i4,702.4,ProportionArenaria/Linum ym#,ProportionZDensityHymenopteraTOTAL,0.604743083,x
i,5,i5,684.5,ProportionHippocrepis comosa,ProportionZDensityHymenopteraTOTAL,0.604997985,x
n,2,n2,1405.5,ProportionPlantago media,ProportionZDensityHymenopteraTOTAL,0.605359965,x
i,1,i1,766.3,ProportionVincetoxicum hirundinaria,ProportionZDensityHymenopteraTOTAL,0.605811165,x
a,5,a5,1001,ProportionKnautia/ Scabiosa,ProportionZDensityHymenopteraTOTAL,0.605976728,x
i,5,i5,684.5,ProportionGlobularia nudicaulis,ProportionZDensityHymenopteraTOTAL,0.606012229,x
i,4,i4,702.4,ProportionTeucrium chamaedris,ProportionZDensityHymenopteraTOTAL,0.606452225,x
i,4,i4,702.4,ProportionTrifolium repens,ProportionZDensityHymenopteraTOTAL,0.60748633,x
u,1,u1,1745.8,ProportionSilene vulgaris,ProportionZDensityHymenopteraTOTAL,0.607843137,x
a,2,a2,984.9,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.608053233,x
i,5,i5,684.5,ProportionTrifolium pratense,ProportionZDensityHymenopteraTOTAL,0.608310216,x
n,2,n2,1405.5,ProportionUrtica dioica,ProportionZDensityHymenopteraTOTAL,0.608526175,x
i,3,i3,711.5,ProportionBellis perennis,ProportionZDensityHymenopteraTOTAL,0.608610568,x
a,4,a4,1002.8,ProportionLotus corniculatus,ProportionZDensityHymenopteraTOTAL,0.608700148,x
a,1,a1,1020.6,ProportionPimpinella sp#,ProportionZDensityHymenopteraTOTAL,0.608736258,x
n,3,n3,1407.7,ProportionTrifolium montana,ProportionZDensityHymenopteraTOTAL,0.608821239,x
o,4,o4,1576.2,ProportionPlantago media,ProportionZDensityHymenopteraTOTAL,0.608884951,x
a,4,a4,1002.8,ProportionArabis/Arabidopsis,ProportionZDensityHymenopteraTOTAL,0.609176005,x
i,2,i2,737.4,ProportionDianthus sp#,ProportionZDensityHymenopteraTOTAL,0.609574404,x
n,2,n2,1405.5,ProportionPotentilla erecta,ProportionZDensityHymenopteraTOTAL,0.610002647,x
i,1,i1,766.3,ProportionAnthericum ramosum,ProportionZDensityHymenopteraTOTAL,0.610777791,x
i,2,i2,737.4,ProportionCampanula glomerata,ProportionZDensityHymenopteraTOTAL,0.6107856,x
u,1,u1,1745.8,ProportionBistorta vivipara,ProportionZDensityHymenopteraTOTAL,0.611614402,x
i,2,i2,737.4,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.611815519,x
a,6,a6,981.9,ProportionPimpinella sp#,ProportionZDensityHymenopteraTOTAL,0.612243873,x
a,2,a2,984.9,ProportionSalvia pratensis,ProportionZDensityHymenopteraTOTAL,0.612358918,x
i,2,i2,737.4,ProportionLeucanthemum vulgare,ProportionZDensityHymenopteraTOTAL,0.613658537,x
n,3,n3,1407.7,ProportionHelianthemum nummularium,ProportionZDensityHymenopteraTOTAL,0.613899614,x
i,1,i1,766.3,ProportionTeucrium chamaedris,ProportionZDensityHymenopteraTOTAL,0.615450286,x
